name,price,href,capacity,price_per_gb,type,cache,form_factor,interface
Western Digital PC SN740 Pyrite,,https://pcpartpicker.com/product/BndG3C/western-digital-pc-sn740-pyrite-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sddpnqe-2t00,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital PC SN740 Opal,,https://pcpartpicker.com/product/ZTP8TW/western-digital-pc-sn740-opal-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sddqnqe-2t00,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Oyen Digital E12S-8000N28A,,https://pcpartpicker.com/product/kgFmP6/oyen-digital-e12s-8000n28a-8-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-e12s-8000n28a,8000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Plextor S3G,,https://pcpartpicker.com/product/ggFmP6/plextor-s3g-256-gb-m2-2280-sata-solid-state-drive-px-256s3g,256,,SSD,512,M.2-2280,M.2 SATA
VisionTek DLX4 Pro,383.92,https://pcpartpicker.com/product/wdFmP6/visiontek-dlx4-pro-4-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-901570,4000,0.096,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba MG09 512e,,https://pcpartpicker.com/product/jzXV3C/toshiba-mg09-512e-20-tb-35-7200-rpm-internal-hard-drive-ma09aca20tem,20000,,7200,512,3.5,SATA 6.0 Gb/s
Toshiba MG09 512e SED,,https://pcpartpicker.com/product/fWJp99/toshiba-mg09-512e-sed-18-tb-35-7200-rpm-internal-hard-drive-mg09acp18te,18000,,7200,512,3.5,SATA 6.0 Gb/s
Toshiba MG09 512e,,https://pcpartpicker.com/product/DLdG3C/toshiba-mg09-512e-14-tb-35-7200-rpm-internal-hard-drive-mg09aca14te,14000,,7200,512,3.5,SATA 6.0 Gb/s
Toshiba MN,,https://pcpartpicker.com/product/FjRwrH/toshiba-mn-20-tb-35-7200-rpm-internal-hard-drive-mn10aca20t,20000,,7200,512,3.5,SATA 6.0 Gb/s
Toshiba DT02-V,,https://pcpartpicker.com/product/YsV2FT/toshiba-dt02-v-4-tb-35-5400-rpm-internal-hard-drive-dt02aba400v,4000,,5400,128,3.5,SATA 6.0 Gb/s
Toshiba DT02-V,,https://pcpartpicker.com/product/4zXV3C/toshiba-dt02-v-2-tb-35-5400-rpm-internal-hard-drive-dt02aba200v,2000,,5400,128,3.5,SATA 6.0 Gb/s
Toshiba DT02,,https://pcpartpicker.com/product/DYRwrH/toshiba-dt02-4-tb-35-5400-rpm-internal-hard-drive-dt02aba400,4000,,5400,128,3.5,SATA 6.0 Gb/s
Seagate FireCuda 520 Rev 2.0,,https://pcpartpicker.com/product/pqNYcf/seagate-firecuda-520-rev-20-500-gb-m2-2280-pcie-40-x4-nvme-solid-state-drive-zp500gv3a012,500,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Inland QN446,,https://pcpartpicker.com/product/rMmNnQ/inland-qn446-2-tb-m2-2230-pcie-40-x4-nvme-solid-state-drive-2tb-qn446,2000,,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Inland Enterprise,,https://pcpartpicker.com/product/b2BzK8/inland-enterprise-960-gb-25-solid-state-drive-960gb-etpr-ssd,960,,SSD,,2.5,SATA 6.0 Gb/s
Inland Enterprise,,https://pcpartpicker.com/product/WcNYcf/inland-enterprise-192-tb-25-solid-state-drive-1920gb-etpr-ssd,1920,,SSD,,2.5,SATA 6.0 Gb/s
Inland Enterprise,,https://pcpartpicker.com/product/6Qhv6h/inland-enterprise-384-tb-25-solid-state-drive-3840gb-etpr-ssd,3840,,SSD,,2.5,SATA 6.0 Gb/s
ADATA LEGEND 820,,https://pcpartpicker.com/product/XrtLrH/adata-legend-820-2-tb-m2-2230-pcie-40-x4-nvme-solid-state-drive-sleg-820-2t-cb,2000,,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Titanium Micro TH7175,309.99,https://pcpartpicker.com/product/zcmNnQ/titanium-micro-th7175-4-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tmnm2n-th7175-4tb,4000,0.077,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Titanium Micro TH3500,,https://pcpartpicker.com/product/fB4Zxr/titanium-micro-th3500-2-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-tmnm2t-th3500-2tb,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Titanium Micro TH3500,,https://pcpartpicker.com/product/NmWJ7P/titanium-micro-th3500-8-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-tmnm2t-th3500-8tb,8000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Transcend MTE245S,,https://pcpartpicker.com/product/LxNYcf/transcend-mte245s-250-gb-m2-2280-pcie-40-x4-nvme-solid-state-drive-ts250gmte245s,250,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-FORCE G50 PRO,,https://pcpartpicker.com/product/tdfxFT/teamgroup-t-force-g50-pro-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8fff002t0c129,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Transcend 830S,209.99,https://pcpartpicker.com/product/LNDQzy/transcend-830s-2-tb-m2-2280-sata-solid-state-drive-ts2tmts830s,2000,0.105,SSD,,M.2-2280,M.2 SATA
Timetec 35TTQNM2SATA,,https://pcpartpicker.com/product/WQxxFT/timetec-35ttqnm2sata-256-gb-m2-2280-sata-solid-state-drive-35ttqnm2sata-256gb,256,,SSD,,M.2-2280,M.2 SATA
VisionTek 900980,,https://pcpartpicker.com/product/wmjRsY/visiontek-900980-480-gb-25-solid-state-drive-900980,480,,SSD,,2.5,SATA 6.0 Gb/s
VisionTek 900982,294.95,https://pcpartpicker.com/product/DQn9TW/visiontek-900982-2-tb-25-solid-state-drive-900982,2000,0.147,SSD,,2.5,SATA 6.0 Gb/s
Western Digital WD Green,45,https://pcpartpicker.com/product/P8kH99/western-digital-wd-green-120-gb-m2-2280-sata-solid-state-drive-wds120g2g0b,120,0.375,SSD,,M.2-2280,M.2 SATA
OWC Mercury Electra 6G,29.99,https://pcpartpicker.com/product/gN4Zxr/owc-mercury-electra-6g-250-gb-25-solid-state-drive-s3d7e6g250,250,0.12,SSD,,2.5,SATA 6.0 Gb/s
VisionTek DLX,,https://pcpartpicker.com/product/3DzXsY/visiontek-dlx-1-tb-25-solid-state-drive-901337,1000,,SSD,,2.5,SATA 6.0 Gb/s
Micron 5400 Pro,,https://pcpartpicker.com/product/BtyH99/micron-5400-pro-240-gb-25-solid-state-drive-mtfddak240tga-1bc1zabyy,240,,SSD,,2.5,SATA 6.0 Gb/s
Micron 5400 Pro,,https://pcpartpicker.com/product/TxdG3C/micron-5400-pro-480-gb-25-solid-state-drive-mtfddak480tga-1bc1zabyy,480,,SSD,,2.5,SATA 6.0 Gb/s
Micron 5400 Pro OPAL,,https://pcpartpicker.com/product/czdG3C/micron-5400-pro-opal-240-gb-25-solid-state-drive-mtfddak240tga-1bc15abyy,240,,SSD,,2.5,SATA 6.0 Gb/s
Micron 5400 Pro OPAL,,https://pcpartpicker.com/product/yrsV3C/micron-5400-pro-opal-960-gb-25-solid-state-drive-mtfddak960tga-1bc15abyy,960,,SSD,,2.5,SATA 6.0 Gb/s
Lenovo S4520,,https://pcpartpicker.com/product/HdmNnQ/lenovo-s4520-240-gb-25-solid-state-drive-4xb7a17072,240,,SSD,,2.5,SATA 6.0 Gb/s
Lenovo S4520,,https://pcpartpicker.com/product/HXqrxr/lenovo-s4520-384-tb-35-solid-state-drive-4xb7a17122,3840,,SSD,,3.5,SATA 6.0 Gb/s
TEAMGROUP T-Force GE Pro,,https://pcpartpicker.com/product/XZ3NnQ/teamgroup-ge-pro-1-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-tm8ffs001t0c129,1000,,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Klevv CRAS 910 Lite,,https://pcpartpicker.com/product/c9ZXsY/klevv-cras-910-lite-500-gb-m2-2280-pcie-40-x4-nvme-solid-state-drive-k500gm2sp0-c9l,500,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
YEYIAN Valk,,https://pcpartpicker.com/product/RCWJ7P/yeyian-valk-512-gb-25-solid-state-drive-ycv-051820-4,512,,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP T-FORCE Z44A3,,https://pcpartpicker.com/product/YhwmP6/teamgroup-t-force-z44a3-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8fpx001t0c129,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
MSI SPATIUM M480 PRO PLAY,,https://pcpartpicker.com/product/DjMMnQ/msi-spatium-m480-pro-play-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sm480pn1tbh,1000,,SSD,1024,M.2-2280,M.2 PCIe 4.0 X4
MSI SPATIUM M480 PRO PLAY,,https://pcpartpicker.com/product/C8cgXL/msi-spatium-m480-pro-play-4-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sm480pn4tbh,4000,,SSD,2048,M.2-2280,M.2 PCIe 4.0 X4
AGI AI818,,https://pcpartpicker.com/product/Ht26Mp/agi-ai818-512-gb-m2-2280-pcie-40-x4-nvme-solid-state-drive-agi512g43ai818,512,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-Create Classic I45,,https://pcpartpicker.com/product/xVzXsY/teamgroup-t-create-classic-i45-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8ffa002t0c129,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
MSI SPATIUM M480 PRO HS,,https://pcpartpicker.com/product/nNmNnQ/msi-spatium-m480-pro-hs-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-spatium-m480-2tb-pro-hs,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Klevv CRAS C925,,https://pcpartpicker.com/product/n2cgXL/klevv-cras-c925-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-k02tbm2sp0-c9t,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Klevv CRAS C925,,https://pcpartpicker.com/product/4g7scf/klevv-cras-c925-500-gb-m2-2280-pcie-40-x4-nvme-solid-state-drive-k500gm2sp0-c9t,500,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate BarraCuda 520,,https://pcpartpicker.com/product/TtfxFT/seagate-barracuda-520-1024-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-zp1024cm3a002,1024,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate BarraCuda 520,,https://pcpartpicker.com/product/ZGTZxr/seagate-barracuda-520-2048-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-zp2048cm3a002,2048,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate BarraCuda 530,,https://pcpartpicker.com/product/4J4Zxr/seagate-barracuda-530-512-gb-m2-2280-pcie-40-x4-nvme-solid-state-drive-zp512cm3a003,512,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power UD90,,https://pcpartpicker.com/product/P3rqqs/silicon-power-ud90-500-gb-m2-2242-pcie-40-x4-nvme-solid-state-drive-sp500gbp44ud9003,500,,SSD,,M.2-2242,M.2 PCIe 4.0 X4
Apacer AS2280P4U,,https://pcpartpicker.com/product/VcJp99/apacer-as2280p4u-512-gb-m2-2280-pcie-30-x4-nvme-solid-state-drive-ap512gas2280p4u-1,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
‎FFF Smart Life Connected ‎G-Storategy NV470,,https://pcpartpicker.com/product/y7mNnQ/fff-smart-life-connected-g-storategy-nv470-4-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-nv47004tby3g1nh,4000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
XOC G300,,https://pcpartpicker.com/product/TCjRsY/xoc-g300-2-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-xc2tg300,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
XOC SP900,,https://pcpartpicker.com/product/6QtLrH/xoc-sp900-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-xc2tbsp900,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Addlink D60,129.99,https://pcpartpicker.com/product/7MBzK8/addlink-d60-960-gb-m2-2280-pcie-40-x4-nvme-solid-state-drive-ad960gbd60m2p,960,0.135,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Constellation ES.3,,https://pcpartpicker.com/product/jy6BD3/seagate-internal-hard-drive-st3000nm0023,3000,,7200,128,3.5,SAS 6.0 Gb/s
Seagate 1200 SSD,3187.5,https://pcpartpicker.com/product/hTvRsY/seagate-internal-hard-drive-st800fm0063,800,3.984,SSD,,2.5,SAS 12.0 Gb/s
Inland TN446,54.99,https://pcpartpicker.com/product/DxsV3C/inland-tn446-512-gb-m2-2230-pcie-40-x4-nvme-solid-state-drive-512gb-tn446,512,0.107,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Inland TN446,84.99,https://pcpartpicker.com/product/CLsV3C/inland-tn446-1-tb-m2-2230-pcie-40-x4-nvme-solid-state-drive-1tb-tn446,1000,0.085,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Seagate Constellation ES,60,https://pcpartpicker.com/product/88V48d/seagate-internal-hard-drive-st2000nm0001,2000,0.03,7200,64,3.5,SAS 6.0 Gb/s
Seagate Constellation ES,90,https://pcpartpicker.com/product/CGTmP6/seagate-internal-hard-drive-st32000444ss,2000,0.045,7200,16,3.5,SAS 6.0 Gb/s
Hitachi Ultrastar SSD1600MM,,https://pcpartpicker.com/product/VWX2FT/hitachi-internal-hard-drive-0b32164,200,,SSD,,2.5,SAS 12.0 Gb/s
Hitachi s842,298.81,https://pcpartpicker.com/product/WtJkcf/hitachi-internal-hard-drive-0t00191,800,0.374,SSD,,2.5,SAS 6.0 Gb/s
Mushkin Source,291.32,https://pcpartpicker.com/product/xT8j4D/mushkin-enhanced-source-2-tb-25-solid-state-drive-mknssdsr2tb-dx,2000,0.146,SSD,2048,2.5,SATA 6.0 Gb/s
Kingston DC1500M,,https://pcpartpicker.com/product/ZQ92FT/kingston-dc1500m-384-tb-25-solid-state-drive-sedc1500m3840g,3840,,SSD,,2.5,U.2
Intel D3-S4620,283.95,https://pcpartpicker.com/product/W86p99/intel-d3-s4620-960-gb-25-solid-state-drive-ssdsc2kg960gz01,960,0.296,SSD,,2.5,SATA 6.0 Gb/s
Inland TN436,84.99,https://pcpartpicker.com/product/zsJp99/inland-tn436-1-tb-m2-2230-pcie-40-x4-nvme-solid-state-drive-1tb-tn436,1000,0.085,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Western Digital PC SN740 Pyrite,,https://pcpartpicker.com/product/6tQKHx/western-digital-pc-sn740-pyrite-1-tb-m2-2230-pcie-40-x4-nvme-solid-state-drive-sddptqd-1t00,1000,,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Silicon Power UD90,,https://pcpartpicker.com/product/47GhP6/silicon-power-ud90-1-tb-m2-2230-pcie-40-x4-nvme-solid-state-drive-sp01kgbp44ud9007,1000,,SSD,,M.2-2230,M.2 PCIe 4.0 X4
ADATA XPG GAMMIX S55,80.74,https://pcpartpicker.com/product/yXKscf/adata-xpg-gammix-s55-1-tb-m2-2230-pcie-40-x4-nvme-solid-state-drive-gammixs55-1t-c,1000,0.081,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Western Digital RE2-GP,58.28,https://pcpartpicker.com/product/HX7wrH/western-digital-internal-hard-drive-wd1000fyps,1000,0.058,7200,16,3.5,SATA 3.0 Gb/s
Hitachi Travelstar 7K500,,https://pcpartpicker.com/product/vkQypg/hitachi-internal-hard-drive-0a72332,250,,7200,16,2.5,SATA 3.0 Gb/s
Seagate Savvio 10K.5,,https://pcpartpicker.com/product/fx4gXL/seagate-internal-hard-drive-st9600005ss,600,,10000,64,2.5,SAS 6.0 Gb/s
Seagate Constellation ES.2,125,https://pcpartpicker.com/product/hMkD4D/seagate-internal-hard-drive-st33000651ss,3000,0.042,7200,64,3.5,SAS 6.0 Gb/s
Seagate 1200 SSD,225,https://pcpartpicker.com/product/KQ8Zxr/seagate-internal-hard-drive-st200fm0053,200,1.125,SSD,,2.5,SAS 12.0 Gb/s
Seagate Enterprise,165,https://pcpartpicker.com/product/33fp99/seagate-internal-hard-drive-st6000nm0054,6000,0.028,7200,128,3.5,SAS 12.0 Gb/s
Seagate ST2000NX0273,225,https://pcpartpicker.com/product/fTWrxr/seagate-internal-hard-drive-st2000nx0273,2000,0.113,7200,128,2.5,SAS 12.0 Gb/s
Seagate ST2000NX0343,349.9,https://pcpartpicker.com/product/C8KhP6/seagate-internal-hard-drive-st2000nx0343,2000,0.175,7200,128,2.5,SAS 12.0 Gb/s
Intel 750,265,https://pcpartpicker.com/product/J7X2FT/intel-750-series-400-gb-25-solid-state-drive-ssdpe2mw400g4x1,400,0.662,SSD,,2.5,U.2
Seagate SkyHawk,235,https://pcpartpicker.com/product/hHkwrH/seagate-skyhawk-10-tb-35-7200rpm-internal-hard-drive-st10000vx0004,10000,0.024,7200,256,3.5,SATA 6.0 Gb/s
Western Digital Purple,239,https://pcpartpicker.com/product/Vy448d/western-digital-purple-8tb-35-5400rpm-internal-hard-drive-wd80purz,8000,0.03,5400,128,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar He8,360.5,https://pcpartpicker.com/product/PMVD4D/hitachi-hgst-ultrastar-he8-6tb-35-7200rpm-internal-hard-drive-0f23650,6000,0.06,7200,128,3.5,SAS 12.0 Gb/s
Seagate Enterprise Performance,240.61,https://pcpartpicker.com/product/fqtQzy/seagate-enterprise-performance-12-tb-35-10000rpm-internal-hard-drive-st1200mm0139,1200,0.201,10000,256,3.5,SAS 12.0 Gb/s
Seagate Enterprise Capacity,205,https://pcpartpicker.com/product/CNtQzy/seagate-enterprise-capacity-2-tb-25-7200rpm-internal-hard-drive-st2000nx0433,2000,0.102,7200,128,2.5,SAS 12.0 Gb/s
Seagate Enterprise Capacity,144,https://pcpartpicker.com/product/YyhKHx/seagate-enterprise-capacity-4-tb-35-7200rpm-internal-hard-drive-st4000nm0075,4000,0.036,7200,128,3.5,SAS 12.0 Gb/s
Intel DC P4510,196.67,https://pcpartpicker.com/product/zb3H99/intel-dc-p4510-1-tb-25-nvme-solid-state-drive-ssdpe2kx010t801,1000,0.197,SSD,,2.5,U.2
PNY XLR8 CS2311,,https://pcpartpicker.com/product/hYdrxr/pny-xlr8-cs2311-1-tb-25-solid-state-drive-ssd7cs2311-1tb-rb,1000,,SSD,,2.5,SATA 6.0 Gb/s
VisionTek PRO HXS,269.89,https://pcpartpicker.com/product/c2WBD3/visiontek-pro-hxs-2-tb-25-solid-state-drive-901312,2000,0.135,SSD,,2.5,SATA 6.0 Gb/s
Centon MP Essential,29.97,https://pcpartpicker.com/product/DkK2FT/centon-mp-essential-240-gb-25-solid-state-drive-240gb25s3vvs1,240,0.125,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Ultrastar DC HC550,,https://pcpartpicker.com/product/ZtD7YJ/western-digital-ultrastar-dc-hc550-18-tb-35-7200rpm-internal-hard-drive-0f38352,18000,,7200,512,3.5,SAS 12.0 Gb/s
Toshiba S300,,https://pcpartpicker.com/product/XwddnQ/toshiba-s300-4-tb-35-5400rpm-internal-hard-drive-hdwt740uzsva,4000,,5400,128,3.5,SATA 6.0 Gb/s
Toshiba X300,202.97,https://pcpartpicker.com/product/4BM48d/toshiba-x300-6-tb-35-7200rpm-internal-hard-drive-hdwr460uzsva,6000,0.034,7200,256,3.5,SATA 6.0 Gb/s
Toshiba X300,409.99,https://pcpartpicker.com/product/BhC48d/toshiba-x300-12-tb-35-7200rpm-internal-hard-drive-hdwr21cuzsva,12000,0.034,7200,256,3.5,SATA 6.0 Gb/s
Transcend 830S,109.99,https://pcpartpicker.com/product/NVHqqs/transcend-830s-1-tb-m2-2280-sata-solid-state-drive-ts1tmts830s,1000,0.11,SSD,,M.2-2280,M.2 SATA
PNY CS2142,,https://pcpartpicker.com/product/N6zXsY/pny-cs2142-1-tb-m2-2230-pcie-40-x4-nvme-solid-state-drive-m230cs2142-1tb-tb,1000,,SSD,,M.2-2230,M.2 PCIe 4.0 X4
KIOXIA BG4,,https://pcpartpicker.com/product/RPP8TW/kioxia-bg4-1-tb-m2-2230-pcie-30-x4-nvme-solid-state-drive-kbg40zns1t02,1000,,SSD,,M.2-2230,M.2 PCIe 3.0 X4
Western Digital VelociRaptor,205.81,https://pcpartpicker.com/product/4xvRsY/western-digital-internal-hard-drive-wd6000blhx,600,0.343,10000,32,2.5,SATA 6.0 Gb/s
Western Digital VelociRaptor,,https://pcpartpicker.com/product/nbYXsY/western-digital-internal-hard-drive-wd3000blfs,300,,10000,16,2.5,SATA 3.0 Gb/s
Western Digital RE4,,https://pcpartpicker.com/product/MjMFf7/western-digital-internal-hard-drive-wd2003fyys,2000,,7200,64,3.5,SATA 3.0 Gb/s
Western Digital RE4-GP,,https://pcpartpicker.com/product/Dt2kcf/western-digital-internal-hard-drive-wd2002fyps,2000,,5900,64,3.5,SATA 3.0 Gb/s
Western Digital RE2,,https://pcpartpicker.com/product/JhXfrH/western-digital-internal-hard-drive-wd5001abys,500,,7200,16,3.5,SATA 3.0 Gb/s
Western Digital RE2,,https://pcpartpicker.com/product/vPkD4D/western-digital-internal-hard-drive-wd4001abys,400,,7200,16,3.5,SATA 3.0 Gb/s
Western Digital RE2,,https://pcpartpicker.com/product/XKTmP6/western-digital-internal-hard-drive-wd3201abys,320,,7200,16,3.5,SATA 3.0 Gb/s
Western Digital RE2,,https://pcpartpicker.com/product/hCQypg/western-digital-internal-hard-drive-wd1601abys,160,,7200,16,3.5,SATA 3.0 Gb/s
Western Digital RE2-GP,149.94,https://pcpartpicker.com/product/pX7wrH/western-digital-internal-hard-drive-wd7500ayps,750,0.2,7200,16,3.5,SATA 3.0 Gb/s
Western Digital Caviar Blue,,https://pcpartpicker.com/product/R2DwrH/western-digital-internal-hard-drive-wd6400aalx,640,,7200,32,3.5,SATA 6.0 Gb/s
Western Digital Caviar Blue,,https://pcpartpicker.com/product/7mzv6h/western-digital-internal-hard-drive-wd3200aalx,320,,7200,32,3.5,SATA 6.0 Gb/s
Western Digital Caviar Green,149.94,https://pcpartpicker.com/product/YMH323/western-digital-internal-hard-drive-wd15eads,1500,0.1,5400,32,3.5,SATA 3.0 Gb/s
Western Digital Caviar Green,148.94,https://pcpartpicker.com/product/fNV48d/western-digital-internal-hard-drive-wd7500aads,750,0.199,5400,32,3.5,SATA 3.0 Gb/s
Western Digital Scorpio Black,,https://pcpartpicker.com/product/DGFPxr/western-digital-internal-hard-drive-wd32000bjkt,320,,7200,16,2.5,SATA 3.0 Gb/s
Western Digital Scorpio Black,,https://pcpartpicker.com/product/s9H323/western-digital-internal-hard-drive-wd1200bjkt,120,,7200,16,2.5,SATA 3.0 Gb/s
Western Digital Scorpio Black,,https://pcpartpicker.com/product/vpvRsY/western-digital-internal-hard-drive-wd1200bekt,120,,7200,16,2.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,,https://pcpartpicker.com/product/KWsKHx/western-digital-internal-hard-drive-wd1600bpvt,160,,5400,8,2.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,65,https://pcpartpicker.com/product/93JwrH/western-digital-internal-hard-drive-wd2500bevt,250,0.26,5400,8,2.5,SATA 3.0 Gb/s
Western Digital AV,,https://pcpartpicker.com/product/rTfp99/western-digital-internal-hard-drive-wd3200avjs,320,,7200,8,3.5,SATA 3.0 Gb/s
Western Digital AV,,https://pcpartpicker.com/product/2HFPxr/western-digital-internal-hard-drive-wd2500avjs,250,,7200,8,3.5,SATA 3.0 Gb/s
Western Digital AV-GP,,https://pcpartpicker.com/product/WxvRsY/western-digital-internal-hard-drive-wd20evds,2000,,5400,32,3.5,SATA 3.0 Gb/s
Western Digital AV-GP,,https://pcpartpicker.com/product/z2DwrH/western-digital-internal-hard-drive-wd7500avds,750,,5400,32,3.5,SATA 3.0 Gb/s
Western Digital AV-GP,,https://pcpartpicker.com/product/Zt2kcf/western-digital-internal-hard-drive-wd7500avvs,750,,5400,8,3.5,SATA 3.0 Gb/s
Western Digital AV-25,,https://pcpartpicker.com/product/Lt2kcf/western-digital-internal-hard-drive-wd3200budt,320,,5400,32,2.5,SATA 3.0 Gb/s
Western Digital AV-25,,https://pcpartpicker.com/product/GKTmP6/western-digital-internal-hard-drive-wd2500budt,250,,5400,32,2.5,SATA 3.0 Gb/s
Western Digital AV-25,,https://pcpartpicker.com/product/MRtCmG/western-digital-internal-hard-drive-wd1600budt,160,,5400,32,2.5,SATA 3.0 Gb/s
Hitachi 7K1000.B,,https://pcpartpicker.com/product/Hwbp99/hitachi-internal-hard-drive-hdt721075sla360,750,,7200,16,3.5,SATA 3.0 Gb/s
Hitachi 7K1000.B,,https://pcpartpicker.com/product/g2DwrH/hitachi-internal-hard-drive-hdt721032sla360,320,,7200,16,3.5,SATA 3.0 Gb/s
Hitachi E7K1000,,https://pcpartpicker.com/product/FcsKHx/hitachi-internal-hard-drive-hde721075sla330,750,,7200,32,3.5,SATA 3.0 Gb/s
Seagate BarraCuda,,https://pcpartpicker.com/product/7fLypg/seagate-internal-hard-drive-st315005n1a1asrk,1500,,7200,32,3.5,SATA 3.0 Gb/s
Seagate BarraCuda,,https://pcpartpicker.com/product/xnV48d/seagate-internal-hard-drive-st315005n4a1asrk,1500,,5900,32,3.5,SATA 3.0 Gb/s
Intel X25-E,,https://pcpartpicker.com/product/2pvRsY/intel-internal-hard-drive-ssdsa2sh032g1,32,,SSD,,2.5,SATA 3.0 Gb/s
Intel X25-E,,https://pcpartpicker.com/product/bWsKHx/intel-internal-hard-drive-ssdsa2sh032g101,32,,SSD,,2.5,SATA 3.0 Gb/s
Intel X25-E,,https://pcpartpicker.com/product/WWsKHx/intel-internal-hard-drive-ssdsa2sh064g1,64,,SSD,,2.5,SATA 3.0 Gb/s
Intel X25-E,,https://pcpartpicker.com/product/6Tfp99/intel-internal-hard-drive-ssdsa2sh064g101,64,,SSD,,2.5,SATA 3.0 Gb/s
Intel X25-M,,https://pcpartpicker.com/product/zBR48d/intel-internal-hard-drive-ssdsa2mh080g1,80,,SSD,,2.5,SATA 3.0 Gb/s
Intel X25-M,,https://pcpartpicker.com/product/Ts7wrH/intel-internal-hard-drive-ssdsa2mh080g101,80,,SSD,,2.5,SATA 3.0 Gb/s
Intel X25-M,,https://pcpartpicker.com/product/Zs7wrH/intel-internal-hard-drive-ssdsa2mh080g1c1,80,,SSD,,2.5,SATA 3.0 Gb/s
Intel X25-M,,https://pcpartpicker.com/product/nZmLrH/intel-internal-hard-drive-ssdsa2mh160g101,160,,SSD,,2.5,SATA 3.0 Gb/s
Intel X25-M,300,https://pcpartpicker.com/product/NRtCmG/intel-internal-hard-drive-ssdsa2mh160g1c1,160,1.875,SSD,,2.5,SATA 3.0 Gb/s
Intel X25-M,,https://pcpartpicker.com/product/G7bp99/intel-internal-hard-drive-ssdsa2mh080g2,80,,SSD,,2.5,SATA 3.0 Gb/s
Intel X25-M,,https://pcpartpicker.com/product/MBR48d/intel-internal-hard-drive-ssdsa2mh080g2c1,80,,SSD,,2.5,SATA 3.0 Gb/s
Intel X25-M,,https://pcpartpicker.com/product/w9H323/intel-internal-hard-drive-ssdsa2mj080g2c1,80,,SSD,,2.5,SATA 3.0 Gb/s
Intel X25-M,,https://pcpartpicker.com/product/DDvRsY/intel-internal-hard-drive-ssdsa2mh080g2r5,80,,SSD,,2.5,SATA 3.0 Gb/s
