name,price,href,type,efficiency,wattage,modular,color
SeaSonic PRIME AIRTOUCH,,https://pcpartpicker.com/product/6Qx2FT/seasonic-prime-airtouch-850w-80-gold-certified-fully-modular-atx-power-supply-ssr-850gd-airtouch,ATX,gold,850,Full,Black / Red
Ultra X4,,https://pcpartpicker.com/product/ft648d/ultra-power-supply-u1241564,ATX,silver,1050,Full,
LEPA MaxPlatinum,,https://pcpartpicker.com/product/Kz3gXL/lepa-maxplatinum-1050-w-80-platinum-certified-semi-modular-atx-power-supply-p1050-ma,ATX,platinum,1050,Semi,Black
Kingwin Lazer Platinum,,https://pcpartpicker.com/product/7NCwrH/kingwin-power-supply-lzp750,ATX,platinum,750,Semi,
Apevia ATX-VN500W,,https://pcpartpicker.com/product/Z2GnTW/apevia-500-w-atx-power-supply-atx-vn500w,ATX,,500,false,
Apevia ATX-RP500W,,https://pcpartpicker.com/product/YWLwrH/apevia-500-w-atx-power-supply-atx-rp500w,ATX,,500,false,
FirePower ZT,,https://pcpartpicker.com/product/d7PzK8/firepower-power-supply-oczzt550w,ATX,bronze,550,Full,
SeaSonic SS-750HT Silver,,https://pcpartpicker.com/product/ydQypg/seasonic-power-supply-ss750htsilver,ATX,silver,750,false,
In Win Commander II,,https://pcpartpicker.com/product/gVphP6/inwin-power-supply-irpcom850ii,ATX,bronze,850,Full,
OCZ ZT,,https://pcpartpicker.com/product/WNCwrH/ocz-power-supply-oczzt550w,ATX,bronze,550,Full,
Thermaltake Toughpower Grand,,https://pcpartpicker.com/product/RmGj4D/thermaltake-power-supply-pstpg1050fpcpusp,ATX,platinum,1050,Full,
Thermaltake Toughpower Grand,,https://pcpartpicker.com/product/mMp323/thermaltake-power-supply-pstpg0850fpcpusp,ATX,platinum,850,Full,
Rosewill Glacier 1200M,,https://pcpartpicker.com/product/jrH48d/rosewill-power-supply-glacier1200m,ATX,bronze,1200,Semi,
Thermaltake EVO_Blue,,https://pcpartpicker.com/product/3G4gXL/thermaltake-power-supply-w0308ru,ATX,,750,Full,
Thermaltake Toughpower XT,,https://pcpartpicker.com/product/PtGkcf/thermaltake-power-supply-tpx1375m,ATX,gold,1375,Semi,
HEC HEC200SAFX,,https://pcpartpicker.com/product/8hH323/hec-power-supply-hec200safx,Mini ITX,,200,false,
Antec EDGE,,https://pcpartpicker.com/product/DP648d/antec-power-supply-edge550,ATX,gold,550,Full,
Chieftec Polaris 3.0,,https://pcpartpicker.com/product/fJQKHx/chieftec-polaris-30-1250-w-80-gold-certified-fully-modular-atx-power-supply-pps-1250fc-a3,ATX,gold,1250,Full,Black
PC Power & Cooling Silencer MK III,,https://pcpartpicker.com/product/mfbp99/pc-power--cooling-power-supply-ppcmk3s500,ATX,bronze,500,Semi,
Gigabyte UD750GM-A,,https://pcpartpicker.com/product/nQtLrH/gigabyte-ud750gm-a-750-w-80-gold-certified-fully-modular-atx-power-supply-gp-ud750gm-a,ATX,gold,750,Full,Black
Cougar VTE X2,,https://pcpartpicker.com/product/4BgFf7/cougar-vte-x2-700-w-80-certified-atx-power-supply-vte-x2-700,ATX,plus,700,false,Black
SeaSonic M12II,,https://pcpartpicker.com/product/YKmLrH/seasonic-power-supply-s12ii380b,ATX,bronze,380,false,
FSP Group PT1000FM,,https://pcpartpicker.com/product/ysYWGX/fsp-group-power-supply-pt1000fm,ATX,platinum,1000,Full,
NZXT HALE82,,https://pcpartpicker.com/product/rrkD4D/nzxt-power-supply-hale82650m,ATX,bronze,650,Semi,
SeaSonic SS-300ET Bronze,,https://pcpartpicker.com/product/NwQypg/seasonic-power-supply-ss300etbronze,ATX,bronze,300,false,
Cooler Master Elite,,https://pcpartpicker.com/product/RR3RsY/cooler-master-power-supply-rs460psarj3,ATX,,460,false,
"FSP Group Hydro PTM X PRO,Gen5",,https://pcpartpicker.com/product/gP88TW/fsp-group-hydro-ptm-x-progen5-850-w-80-platinum-certified-fully-modular-atx-power-supply-hpt3-850mgen5-white-edition,ATX,platinum,850,Full,White
NZXT HALE82,,https://pcpartpicker.com/product/zvMFf7/nzxt-power-supply-hale82850m,ATX,bronze,850,Semi,
Cougar RX600,,https://pcpartpicker.com/product/P2vRsY/cougar-power-supply-rx600,ATX,plus,600,false,
Antec High Current Pro,,https://pcpartpicker.com/product/BJ9KHx/antec-power-supply-hcp1200,ATX,gold,1200,false,
Antec True Power,,https://pcpartpicker.com/product/MgW9TW/antec-power-supply-tpq1200,ATX,silver,1200,Semi,
Thermaltake Toughpower DPS G,,https://pcpartpicker.com/product/Nt8H99/thermaltake-toughpower-dps-g-1050w-80-platinum-certified-fully-modular-atx-power-supply-ps-tpg-1200dpcpus-p,ATX,platinum,1050,Full,
Apevia ATX-CW500WP4,,https://pcpartpicker.com/product/XNmLrH/apevia-power-supply-atxcw500wp4,ATX,,500,false,
Apevia ATX-IB680W-GN,,https://pcpartpicker.com/product/HKmLrH/apevia-power-supply-atxib680wgn,ATX,,680,false,
Mushkin MKNPSJL800,,https://pcpartpicker.com/product/WrkD4D/mushkin-power-supply-mknpsjl800,ATX,silver,800,false,
HEC HP485D,,https://pcpartpicker.com/product/rfBv6h/compucase-power-supply-hp485d,ATX,,485,false,
HEC X-Power Pro 650,,https://pcpartpicker.com/product/6FkD4D/compucase-power-supply-xpowerpro650,ATX,,650,false,
XFX ProSeries,,https://pcpartpicker.com/product/yxzv6h/xfx-power-supply-p11050befx,ATX,gold,1050,Full,
HEC Zephyr MX-750,,https://pcpartpicker.com/product/ffBv6h/compucase-power-supply-zephyrmx750,ATX,bronze,750,false,
Cooler Master eXtreme Power Plus,,https://pcpartpicker.com/product/NFkD4D/cooler-master-power-supply-rs460pmsra3,ATX,,460,false,
CoolMax CU-600B,,https://pcpartpicker.com/product/XG4gXL/coolmax-power-supply-cu600b,ATX,,600,Semi,
CoolMax CA-350,,https://pcpartpicker.com/product/tB3RsY/coolmax-power-supply-ca350,ATX,,350,false,
CoolMax CA-400,,https://pcpartpicker.com/product/gmckcf/coolmax-power-supply-ca400,ATX,,400,false,
CoolMax CA-450,,https://pcpartpicker.com/product/qyzv6h/coolmax-power-supply-ca450,ATX,,450,false,
CoolMax V-500,,https://pcpartpicker.com/product/R8Bv6h/coolmax-power-supply-v500,ATX,,500,false,
VisionTek 900347,,https://pcpartpicker.com/product/HVxfrH/visiontek-power-supply-900347,ATX,,650,false,
CoolMax CUQ-1350B,,https://pcpartpicker.com/product/2LTmP6/coolmax-power-supply-cuq1350b,ATX,plus,1350,false,
Enermax EMG700AWT,,https://pcpartpicker.com/product/vFkD4D/enermax-power-supply-emg700awt,ATX,gold,700,Full,
Enermax ERV1020EWT,,https://pcpartpicker.com/product/tdQypg/enermax-power-supply-erv1020ewt,ATX,silver,1020,Full,
EVGA Classified SR-2,,https://pcpartpicker.com/product/KLTmP6/evga-classified-sr-2-1200-w-80-silver-certified-fully-modular-atx-power-supply-100-ps-1200-gr,ATX,silver,1200,Full,
In Win Commander,,https://pcpartpicker.com/product/F9zv6h/inwin-power-supply-irpcom1200,ATX,plus,1200,Full,
Sparkle R-SPI650ACAG,,https://pcpartpicker.com/product/BhQypg/sparkle-power-supply-rspi650acag,ATX,gold,650,false,
OCZ EliteXStream,,https://pcpartpicker.com/product/rsNp99/ocz-power-supply-ocz800exs,ATX,plus,800,false,
OCZ Z Series Gold,,https://pcpartpicker.com/product/2G4gXL/ocz-power-supply-oczz1000m,ATX,gold,1000,Semi,
Rosewill Libertas,,https://pcpartpicker.com/product/nhphP6/rosewill-power-supply-lib800,ATX,bronze,800,Full,
Rosewill Libertas,,https://pcpartpicker.com/product/fcK7YJ/rosewill-power-supply-lib650,ATX,plus,650,Full,
Rosewill Stallion,,https://pcpartpicker.com/product/MQbp99/rosewill-power-supply-rd4002db,ATX,,400,false,
Rosewill Stallion,,https://pcpartpicker.com/product/CPqdnQ/rosewill-power-supply-rd4502sb,ATX,,450,false,
Rosewill Stallion,,https://pcpartpicker.com/product/czckcf/rosewill-power-supply-rd5002db,ATX,,500,false,
Silverstone OP1000-E,,https://pcpartpicker.com/product/FnvRsY/silverstone-power-supply-op1000e,ATX,,1000,false,
Silverstone Strider,,https://pcpartpicker.com/product/VQbp99/silverstone-power-supply-st1000p,ATX,silver,1000,Full,
Silverstone Strider,,https://pcpartpicker.com/product/zwQypg/silverstone-power-supply-st75ef,ATX,bronze,750,false,
Sunbeam PSU-ECO750-US-BL,,https://pcpartpicker.com/product/NHg323/sunbeam-power-supply-psueco750usbl,ATX,plus,750,false,
Thermaltake Toughpower,,https://pcpartpicker.com/product/wfBv6h/thermaltake-power-supply-tp1350m,ATX,silver,1350,Semi,
Thermaltake TR2,,https://pcpartpicker.com/product/gcK7YJ/thermaltake-power-supply-w0070ruc,ATX,,430,false,
Kingwin Lazer Platinum,,https://pcpartpicker.com/product/wmtCmG/kingwin-power-supply-lzp850,ATX,platinum,850,Semi,
Sparkle R-SPI900GCM,,https://pcpartpicker.com/product/P8V48d/sparkle-power-supply-rspi900gcm,ATX,plus,900,Semi,
Enermax NAXN ADV.,,https://pcpartpicker.com/product/4CNp99/enermax-power-supply-etl650awt,ATX,bronze,650,Semi,
Rosewill Quark 850,,https://pcpartpicker.com/product/R4Crxr/rosewill-power-supply-quark850,ATX,platinum,850,Full,
SHARKOON Rebel P20 850,,https://pcpartpicker.com/product/7L3NnQ/sharkoon-rebel-p20-850-850-w-fully-modular-atx-power-supply-rebel-p20-850,ATX,,850,Full,Black
SeaSonic SSP-650RT,,https://pcpartpicker.com/product/cY3RsY/seasonic-power-supply-ssp650rt,ATX,gold,650,false,
SHARKOON Rebel P30 Gold,,https://pcpartpicker.com/product/fbbRsY/sharkoon-rebel-p30-gold-1000-w-80-gold-certified-fully-modular-atx-power-supply-rebel-p30-gold-1000-w,ATX,gold,1000,Full,Black
Xion AXP-700K14XE,,https://pcpartpicker.com/product/X3xfrH/xion-power-supply-axp700k14xe,ATX,bronze,700,Semi,
Xion AXP-850K14XE,,https://pcpartpicker.com/product/hG8Zxr/xion-power-supply-axp850k14xe,ATX,bronze,850,Semi,
Thortech Thunderbolt,,https://pcpartpicker.com/product/kRdqqs/thortech-power-supply-ttbk20g,ATX,gold,1200,Full,
Antec Earthwatts,,https://pcpartpicker.com/product/vbjWGX/antec-power-supply-ea550green,ATX,bronze,550,false,
Enermax ERV1000EWT-G,,https://pcpartpicker.com/product/hdkD4D/enermax-power-supply-erv1000ewtg,ATX,gold,1000,Semi,
GameMax GM,,https://pcpartpicker.com/product/XwhmP6/gamemax-gm-1350-w-80-gold-certified-atx-power-supply-gm-1350,ATX,gold,1350,false,Black
FSP Group ATX400-PNT,,https://pcpartpicker.com/product/9vMFf7/fsp-group-power-supply-atx400pnt,ATX,,400,false,
Enermax CYBERBRON,,https://pcpartpicker.com/product/FB848d/enermax-cyberbron-700-w-80-bronze-certified-atx-power-supply-ecb700awt,ATX,bronze,700,false,Black / Silver
Sparkle FSP400-60GHS,,https://pcpartpicker.com/product/KxYWGX/sparkle-400w-80-bronze-certified-sfx-power-supply-fsp400-60ghs,SFX,bronze,400,false,
Sparkle FSP300THAR-MC,,https://pcpartpicker.com/product/4KmLrH/sparkle-power-supply-fsp300tharmc,ATX,,300,false,
FSP Group AU-1200PRO,,https://pcpartpicker.com/product/mz3RsY/fsp-group-power-supply-au1200pro,ATX,gold,1200,false,
LEPA MaxBron,,https://pcpartpicker.com/product/CZfmP6/lepa-maxbron-650-w-80-bronze-certified-semi-modular-atx-power-supply-b650-mb,ATX,bronze,650,Semi,
Topower ZU-750W,,https://pcpartpicker.com/product/YZMFf7/topower-power-supply-zu750w,ATX,,750,false,
Topower TOP-600WB,,https://pcpartpicker.com/product/wbJwrH/topower-power-supply-top600wb,ATX,bronze,600,false,
Topower TOP-400W801,,https://pcpartpicker.com/product/cs2kcf/topower-power-supply-top400w801,ATX,plus,400,false,
Antec VP PLUS,,https://pcpartpicker.com/product/DHF48d/antec-vp-plus-500-w-80-certified-atx-power-supply-vp500-plus,ATX,plus,500,false,
EVGA SuperNOVA NEX1500 Classified,,https://pcpartpicker.com/product/pVjG3C/evga-supernova-nex1500-classified-1500-w-80-gold-certified-fully-modular-atx-power-supply-120-pg-1500-vr,ATX,gold,1500,Full,
Sparkle R-SPI700ACH5B,,https://pcpartpicker.com/product/NJ9KHx/sparkle-power-supply-rspi700ach5b,ATX,silver,700,false,
CoolMax ZU-900B,,https://pcpartpicker.com/product/LRdqqs/coolmax-power-supply-zu900b,ATX,bronze,900,Semi,
BFG EX-1000,,https://pcpartpicker.com/product/9jxfrH/bfg-power-supply-ex1000,ATX,bronze,1000,Full,
Antec NeoECO Platinum,,https://pcpartpicker.com/product/GvrRsY/antec-neoeco-platinum-850-w-80-platinum-certified-fully-modular-atx-power-supply-ne850-platinum,ATX,platinum,850,Full,Black
Silverstone Zeus,,https://pcpartpicker.com/product/vF7wrH/silverstone-power-supply-zm1350,ATX,silver,1350,Full,
Thermaltake TR2,,https://pcpartpicker.com/product/Q6X2FT/thermaltake-tr2-500-w-80-gold-certified-atx-power-supply-ps-tr2-0500npcgus-g,ATX,gold,500,false,
Rosewill Capstone,,https://pcpartpicker.com/product/ds2kcf/rosewill-power-supply-capstone450m,ATX,gold,450,Semi,
Rosewill TOKAMAK 1200,,https://pcpartpicker.com/product/Pt98TW/rosewill-1200w-80-titanium-certified-fully-modular-atx-power-supply-tokamak-1200,ATX,titanium,1200,Full,
Enermax ETL650AWT-M,,https://pcpartpicker.com/product/cj3RsY/enermax-power-supply-etl650awtm,ATX,bronze,650,Semi,
Silverstone Strider,,https://pcpartpicker.com/product/Zqzv6h/silverstone-power-supply-st1200g,ATX,gold,1200,Full,
Logisys PS550AC,,https://pcpartpicker.com/product/kdLypg/logisys-power-supply-ps550ac,ATX,,550,false,
Silverstone Strider,,https://pcpartpicker.com/product/Gtfp99/silverstone-power-supply-st85fg,ATX,gold,850,Full,
Cougar DX500,,https://pcpartpicker.com/product/6rK7YJ/cougar-power-supply-dx500,ATX,plus,500,false,
CoolMax V-600,,https://pcpartpicker.com/product/6xJwrH/coolmax-power-supply-v600,ATX,,600,false,
Thermalright TB-850,,https://pcpartpicker.com/product/jLLdnQ/thermalright-tb-850-850-w-80-bronze-certified-fully-modular-atx-power-supply-tb-850,ATX,bronze,850,Full,Black
Thermalright AG-750,,https://pcpartpicker.com/product/ZrsV3C/thermalright-ag-750-750-w-80-gold-certified-fully-modular-atx-power-supply-ag-750,ATX,gold,750,Full,Black
Silverstone Strider,,https://pcpartpicker.com/product/tYV48d/silverstone-power-supply-st60fesg,ATX,gold,600,false,
Diablotek PHD450,,https://pcpartpicker.com/product/nFNp99/diablotek-power-supply-phd450,ATX,,450,false,
Diablotek PHD650,,https://pcpartpicker.com/product/cPBv6h/diablotek-power-supply-phd650,ATX,,650,false,
Raidmax RX-835AP,,https://pcpartpicker.com/product/TXK7YJ/raidmax-power-supply-rx835ap,ATX,bronze,835,Semi,
Athena Power AP-P4ATX85FEP,,https://pcpartpicker.com/product/gNh9TW/athena-power-850-w-atx-power-supply-ap-p4atx85fep,ATX,,850,false,
Rosewill Fortress,,https://pcpartpicker.com/product/mxw323/rosewill-power-supply-fortress450,ATX,platinum,450,false,
Antec High Current Pro,,https://pcpartpicker.com/product/fY3RsY/antec-power-supply-hcp850platinum,ATX,platinum,850,Full,
Rosewill Fortress,,https://pcpartpicker.com/product/8Hckcf/rosewill-power-supply-fortress550,ATX,platinum,550,false,
In Win P55F,,https://pcpartpicker.com/product/jCmNnQ/in-win-p55f-550-w-80-gold-certified-atx-power-supply-iw-ps-pf550w,ATX,gold,550,false,Black
Deepcool PN750M WH,,https://pcpartpicker.com/product/JyzXsY/deepcool-pn750m-wh-750-w-80-gold-certified-fully-modular-atx-power-supply-r-pn750m-fc0w-us,ATX,gold,750,Full,White
Deepcool PN650D WH,,https://pcpartpicker.com/product/qR3NnQ/deepcool-pn650d-wh-650-w-80-gold-certified-atx-power-supply-r-pn650d-fc0w-us,ATX,gold,650,false,White
Deepcool PN750D WH,,https://pcpartpicker.com/product/QPqrxr/deepcool-pn750d-wh-750-w-80-gold-certified-atx-power-supply-r-pn750d-fc0w-us,ATX,gold,750,false,White
Zalman zm-550-XG,,https://pcpartpicker.com/product/qY3RsY/zalman-power-supply-zm550xg,ATX,gold,550,Semi,
Xion XON-1100P14HE,,https://pcpartpicker.com/product/crjG3C/xion-power-supply-xon1100p14he,ATX,,1100,false,
Xion AXP-850R14N,,https://pcpartpicker.com/product/yBn2FT/xion-power-supply-axp850r14n,ATX,,850,false,
Silverstone Strider,,https://pcpartpicker.com/product/Xrzv6h/silverstone-power-supply-st70fesb,ATX,bronze,700,false,
XClio DIAMONDPOWER 1080W,,https://pcpartpicker.com/product/7FNp99/xclio-power-supply-diamondpower1080w,ATX,,1080,false,
Enermax DIGIFANLESS,,https://pcpartpicker.com/product/Nq4NnQ/enermax-digifanless-550w-80-platinum-certified-fully-modular-atx-power-supply-edf550awn,ATX,platinum,550,Full,
StarTech ATX2PW500PRO,,https://pcpartpicker.com/product/j9mLrH/startech-power-supply-atx2pw500pro,ATX,,500,false,
StarTech ATX2POWER530,,https://pcpartpicker.com/product/Btfp99/startech-power-supply-atx2power530,ATX,bronze,530,false,
StarTech ATX2POW400HS,,https://pcpartpicker.com/product/43phP6/startech-power-supply-atx2pow400hs,ATX,,400,false,
StarTech ATXPW350DELL,,https://pcpartpicker.com/product/nhckcf/startech-power-supply-atxpw350dell,ATX,,350,false,
StarTech ATX2PW430PRO,,https://pcpartpicker.com/product/N4fp99/startech-power-supply-atx2pw430pro,ATX,bronze,430,false,
StarTech ATX2POW450HS,,https://pcpartpicker.com/product/hLR48d/startech-power-supply-atx2pow450hs,ATX,,450,false,
StarTech ATX2PW550PRO,,https://pcpartpicker.com/product/q8g323/startech-power-supply-atx2pw550pro,ATX,,550,false,
Thermaltake Rome,,https://pcpartpicker.com/product/kQGhP6/thermaltake-rome-750-w-80-gold-certified-semi-modular-atx-power-supply-w0494re,ATX,gold,750,Semi,Black
CoolMax CX-550B,,https://pcpartpicker.com/product/mZTmP6/coolmax-power-supply-cx550b,ATX,,550,false,
CoolMax RM-750B,,https://pcpartpicker.com/product/82ckcf/coolmax-power-supply-rm750b,ATX,,750,false,
NZXT HALE 90,,https://pcpartpicker.com/product/YK9KHx/nzxt-power-supply-hale90850m,ATX,gold,850,Full,
CoolMax CU-700B,,https://pcpartpicker.com/product/PTckcf/coolmax-power-supply-cu700b,ATX,,700,Semi,
XClio GreatPower,,https://pcpartpicker.com/product/4Tckcf/xclio-power-supply-x14s4p3550w,ATX,plus,550,Full,
Aerocool GT-1050SG,,https://pcpartpicker.com/product/yv38TW/aerocool-power-supply-gt1050sg,ATX,gold,1050,Semi,
SeaSonic PRIME Platinum,,https://pcpartpicker.com/product/pHFXsY/seasonic-prime-platinum-650w-80-platinum-certified-fully-modular-atx-power-supply-ssr-650pd,ATX,platinum,650,Full,
Rosewill Fortress,,https://pcpartpicker.com/product/YwW9TW/rosewill-power-supply-fortress650,ATX,platinum,650,false,
KOLINK Continuum V2,,https://pcpartpicker.com/product/G2CZxr/kolink-continuum-v2-1200-w-80-platinum-certified-fully-modular-atx-power-supply-kl-c1200pl-b,ATX,platinum,1200,Full,Black
KOLINK Continuum,,https://pcpartpicker.com/product/MXQKHx/kolink-continuum-1500-w-80-platinum-certified-fully-modular-atx-power-supply-kl-c1500pl,ATX,platinum,1500,Full,Black
XFX P1-850X-XXB9,,https://pcpartpicker.com/product/W69KHx/xfx-power-supply-p1850xxxb9,ATX,bronze,850,Semi,
Cougar CougarA500,,https://pcpartpicker.com/product/jtckcf/cougar-power-supply-cougara500,ATX,bronze,500,false,
Kingwin ABT-850MM,,https://pcpartpicker.com/product/HHMFf7/kingwin-power-supply-abt850mm,ATX,,850,false,
PC Power & Cooling S47ATX-B,,https://pcpartpicker.com/product/thckcf/pc-power--cooling-power-supply-s47atxb,ATX,,470,false,
PC Power & Cooling S61EPS-B,,https://pcpartpicker.com/product/qvyFf7/pc-power-cooling-610-w-80-certified-atx-power-supply-s61eps-b,ATX,plus,610,false,
Kingwin Lazer,,https://pcpartpicker.com/product/FjV48d/kingwin-power-supply-lz850,ATX,bronze,850,Semi,
Kingwin Mach 1,,https://pcpartpicker.com/product/jTckcf/kingwin-power-supply-abt1220ma1s,ATX,bronze,1220,Full,
Kingwin Lazer Gold,,https://pcpartpicker.com/product/TK9KHx/kingwin-power-supply-lzg850,ATX,gold,850,Full,
PC Power & Cooling Silencer,,https://pcpartpicker.com/product/xng323/pc-power--cooling-power-supply-ppcs910,ATX,silver,910,false,
In Win PB,,https://pcpartpicker.com/product/2T9tt6/in-win-pb-850-w-80-gold-certified-fully-modular-atx-power-supply-pb-850w,ATX,gold,850,Full,
NZXT HALE82N 650W,,https://pcpartpicker.com/product/Rxw323/nzxt-power-supply-np1bn0650aus,ATX,bronze,650,false,
FSP Group FSP300-60GHT,,https://pcpartpicker.com/product/HkBv6h/fsp-group-power-supply-fsp30060ght,TFX,plus,300,false,
Enermax ENP600AWT,,https://pcpartpicker.com/product/4XrG3C/enermax-power-supply-enp600awt,ATX,plus,600,false,
FSP Group SAGA+ 400R,,https://pcpartpicker.com/product/vLR48d/fsp-group-power-supply-saga400r,ATX,,400,false,
OCZ ZX,,https://pcpartpicker.com/product/pdV48d/ocz-power-supply-oczzx1250w,ATX,gold,1250,Full,
CoolMax ZPG-500B,,https://pcpartpicker.com/product/XPtCmG/coolmax-500w-80-gold-certified-atx-power-supply-zpg-500b,ATX,gold,500,false,
PC Power & Cooling Silencer MK III,,https://pcpartpicker.com/product/YFjG3C/pc-power--cooling-power-supply-ppcmk3s1200,ATX,platinum,1200,Semi,
Silverstone Strider,,https://pcpartpicker.com/product/K9g323/silverstone-power-supply-st1200ge,ATX,gold,1200,Full,
Broadway Com Corp OKIA-BLACK-600,,https://pcpartpicker.com/product/vw2kcf/broadway-com-corp-power-supply-okiablack600,ATX,,600,false,
Broadway Com Corp P4-OKIA-550-RB,,https://pcpartpicker.com/product/gdV48d/broadway-com-corp-power-supply-p4okia550rb,ATX,,550,false,
Cougar GX V3,,https://pcpartpicker.com/product/fwhKHx/cougar-gx-v3-800w-80-gold-certified-semi-modular-atx-power-supply-gx800v3r,ATX,gold,800,Semi,Black / Gold
Enermax ENP450AST,,https://pcpartpicker.com/product/6MW9TW/enermax-power-supply-enp450ast,ATX,,450,false,
XClio GreatPower,,https://pcpartpicker.com/product/zKtCmG/xclio-power-supply-x14s8p4850w,ATX,plus,850,Full,
Antec High Current Gamer,,https://pcpartpicker.com/product/wrbp99/antec-power-supply-hcg400,ATX,bronze,400,false,
Rosewill PMG650,,https://pcpartpicker.com/product/kGYRsY/rosewill-pmg650-650-w-80-gold-certified-fully-modular-atx-power-supply-pmg650,ATX,gold,650,Full,Black
Rosewill PMG850,,https://pcpartpicker.com/product/2KQKHx/rosewill-pmg850-850-w-80-gold-certified-fully-modular-atx-power-supply-pmg850,ATX,gold,850,Full,Black
Rosewill PMG1200,,https://pcpartpicker.com/product/Wnhv6h/rosewill-pmg1200-1200-w-80-gold-certified-fully-modular-atx-power-supply-pmg1200,ATX,gold,1200,Full,Black
Kingwin Lazer Platinum,,https://pcpartpicker.com/product/K8tCmG/kingwin-power-supply-lzp550,ATX,platinum,550,Semi,
Thermaltake Toughpower Grand,,https://pcpartpicker.com/product/QPtCmG/thermaltake-power-supply-pstpg0650mpcgus1,ATX,gold,650,Full,
Enermax EGX850EWL,,https://pcpartpicker.com/product/gLmLrH/enermax-power-supply-egx850ewl,ATX,plus,850,Full,
Raidmax Cobra,,https://pcpartpicker.com/product/2kCwrH/raidmax-power-supply-rx500ae,ATX,gold,500,false,
FSP Group VITA-750GM,,https://pcpartpicker.com/product/R7jRsY/fsp-group-vita-750gm-750-w-80-gold-certified-fully-modular-atx-power-supply-vita-750gm-white-edition,ATX,gold,750,Full,White
Xilence XP1050MR9,,https://pcpartpicker.com/product/h7cRsY/xilence-performance-x-1050-w-80-gold-certified-fully-modular-atx-power-supply-xn076,ATX,gold,1050,Full,Black / Red
Xilence XP1250MR9,,https://pcpartpicker.com/product/HW2bt6/xilence-performance-x-1250-w-80-gold-certified-fully-modular-atx-power-supply-xn078,ATX,gold,1250,Full,Black / Red
RIOTORO ENIGMA 850,,https://pcpartpicker.com/product/pVp323/riotoro-enigma-850w-80-gold-certified-semi-modular-atx-power-supply-pr-gp0850-sm,ATX,gold,850,Semi,
Silverstone Strider,,https://pcpartpicker.com/product/cWkD4D/silverstone-power-supply-st50nf,ATX,silver,500,false,
FSP Group AURUM GOLD 400,,https://pcpartpicker.com/product/FPphP6/fsp-group-power-supply-aurumgold400,ATX,gold,400,false,
Rosewill CMG1000,,https://pcpartpicker.com/product/TF2WGX/rosewill-cmg1000-1000-w-80-gold-certified-fully-modular-atx-power-supply-cmg1000,ATX,gold,1000,Full,Black
XFX P1-550S-XXB9,,https://pcpartpicker.com/product/vRmLrH/xfx-power-supply-p1550sxxb9,ATX,bronze,550,false,
Silverstone DA1000R,,https://pcpartpicker.com/product/RR6NnQ/silverstone-da1000r-1000-w-80-gold-certified-fully-modular-atx-power-supply-sst-da1000r-gm-www,ATX,gold,1000,Full,White
XFX P1-650S-NLB9,,https://pcpartpicker.com/product/98tCmG/xfx-power-supply-p1650snlb9,ATX,bronze,650,false,
Cooler Master Silent Pro Platinum,,https://pcpartpicker.com/product/sRckcf/cooler-master-power-supply-rs550sppad3us,ATX,platinum,550,Semi,
Anima APII500,,https://pcpartpicker.com/product/M3QG3C/anima-500w-atx-power-supply-apii500,ATX,,500,false,Black / Green
Sparkle R-SPI600GHN,,https://pcpartpicker.com/product/snR48d/sparkle-power-supply-rspi600ghn,ATX,plus,600,false,
Rosewill PHOTON 1350,,https://pcpartpicker.com/product/28x2FT/rosewill-1350w-80-gold-certified-fully-modular-atx-power-supply-photon-1350,ATX,gold,1350,Full,Black
Sparkle Magna,,https://pcpartpicker.com/product/MCmxFT/sparkle-power-supply-rspm1200axj8,ATX,bronze,1200,Semi,
Rosewill Tachyon,,https://pcpartpicker.com/product/kdZQzy/rosewill-tachyon-650-w-80-platinum-certified-semi-modular-atx-power-supply-tachyon-650,ATX,platinum,650,Semi,
Rosewill Capstone G750,,https://pcpartpicker.com/product/vHhj4D/rosewill-power-supply-capstoneg750,ATX,gold,750,Semi,
Rosewill G550,,https://pcpartpicker.com/product/Xgwqqs/rosewill-capstone-550-w-80-gold-certified-semi-modular-atx-power-supply-capstone-g550,ATX,gold,550,Semi,
G.Skill PS850G,,https://pcpartpicker.com/product/nwfhP6/gskill-ripjaws-gold-850w-80-gold-certified-fully-modular-atx-power-supply-gp-gd850a-cwv1,ATX,gold,850,Full,Black
G.Skill PS1250P,,https://pcpartpicker.com/product/M6ZFf7/gskill-ripjaws-platinum-1250w-80-platinum-certified-fully-modular-atx-power-supply-gp-pl1250a-cwv1,ATX,platinum,1250,Full,Black
Solid Gear SDGR-900E,,https://pcpartpicker.com/product/VD4NnQ/solid-gear-power-supply-sdgr900e,ATX,,900,false,
FSP Group AURUM 92+,,https://pcpartpicker.com/product/fdZQzy/fsp-group-power-supply-pt650m,ATX,platinum,650,Semi,
LEPA MaxBron,,https://pcpartpicker.com/product/zzqdnQ/lepa-power-supply-b450mb,ATX,bronze,450,Semi,
LEPA MX-F1,,https://pcpartpicker.com/product/TXjG3C/lepa-power-supply-n350sb,ATX,,350,false,
LEPA MX-F1,,https://pcpartpicker.com/product/ZkV48d/lepa-power-supply-n400sb,ATX,,400,false,
LEPA MaxGold,,https://pcpartpicker.com/product/4KW9TW/lepa-power-supply-g600mb,ATX,gold,600,false,
